Date,Views,Watch time (hours)
2022-11-13,21.0,1.4225
2022-11-12,44.0,2.717
2022-11-11,30.0,3.1303
2022-11-10,4.0,0.2833
2022-11-09,15.0,0.4314
2022-11-08,41.0,3.1825
2022-11-07,21.0,1.491
2022-11-06,13.0,0.4454
2022-11-05,10.0,0.3739
2022-11-04,13.0,0.3229
2022-11-03,10.0,0.1693
2022-11-02,5.0,0.1789
2022-11-01,10.0,0.0803
2022-10-31,33.0,1.2608
2022-10-30,30.0,1.6269
2022-10-29,40.0,2.7082
2022-10-28,15.0,0.9553
2022-10-27,19.0,1.1093
2022-10-26,42.0,1.8625
2022-10-25,31.0,2.6382
2022-10-24,11.0,1.0728
2022-10-23,33.0,1.5089
2022-10-22,26.0,2.4117
2022-10-21,15.0,0.8567
2022-10-20,36.0,1.5866
2022-10-19,20.0,1.0669
2022-10-18,19.0,0.7245
2022-10-17,11.0,0.9262
2022-10-16,10.0,0.4795
2022-10-15,24.0,0.6309
2022-10-14,46.0,3.2586
2022-10-13,31.0,0.6322
2022-10-12,9.0,0.1219
2022-10-11,29.0,1.4971
2022-10-10,104.0,1.8629
2022-10-09,57.0,1.1687
2022-10-08,121.0,2.4317
2022-10-07,80.0,3.3287
2022-10-06,70.0,1.7031
2022-10-05,51.0,0.5314
2022-10-04,63.0,2.2644
2022-10-03,27.0,1.4947
2022-10-02,52.0,0.8408
2022-10-01,15.0,0.6121
2022-09-30,19.0,1.4657
2022-09-29,18.0,0.3532
2022-09-28,36.0,2.2273
2022-09-27,19.0,0.3732
2022-09-26,13.0,0.8293
2022-09-25,8.0,0.4191
2022-09-24,4.0,0.1032
2022-09-23,31.0,0.498
2022-09-22,34.0,2.5979
2022-09-21,26.0,0.9935
2022-09-20,26.0,1.2962
2022-09-19,21.0,1.048
2022-09-18,21.0,0.6429
2022-09-17,32.0,1.9107
2022-09-16,25.0,1.0753
2022-09-15,18.0,1.0641
2022-09-14,25.0,0.7772
2022-09-13,31.0,1.7851
2022-09-12,12.0,0.3204
2022-09-11,16.0,0.8123
2022-09-10,25.0,2.7917
2022-09-09,12.0,0.695
2022-09-08,16.0,0.8886
2022-09-07,39.0,1.2862
2022-09-06,24.0,0.4491
2022-09-05,27.0,1.0006
2022-09-04,15.0,0.3167
2022-09-03,20.0,1.2101
2022-09-02,29.0,0.8208
2022-09-01,29.0,0.884
2022-08-31,11.0,0.5038
2022-08-30,11.0,0.402
2022-08-29,4.0,0.2726
2022-08-28,1.0,0.0733
2022-08-27,9.0,0.2129
2022-08-26,3.0,0.0063
2022-08-25,14.0,0.651
2022-08-24,37.0,3.3805
2022-08-23,20.0,2.1362
2022-08-22,20.0,0.6312
2022-08-21,31.0,1.11
2022-08-20,14.0,0.5962
2022-08-19,9.0,0.5182
2022-08-18,17.0,0.4101
2022-08-17,84.0,1.388
2022-08-16,44.0,0.9791
2022-08-15,15.0,1.1428
2022-08-14,12.0,0.7343
2022-08-13,7.0,0.5025
2022-08-12,11.0,0.2803
2022-08-11,46.0,2.2992
2022-08-10,22.0,1.3874
2022-08-09,67.0,2.9192
2022-08-08,52.0,2.493
2022-08-07,13.0,0.4379
2022-08-06,15.0,1.2052
2022-08-05,182.0,1.1954
2022-08-04,31.0,2.1948
2022-08-03,40.0,4.296
2022-08-02,14.0,1.2511
2022-08-01,51.0,5.2943
2022-07-31,12.0,0.4567
2022-07-30,41.0,3.0643
2022-07-29,71.0,6.969
2022-07-28,45.0,3.1652
2022-07-27,15.0,1.2877
2022-07-26,29.0,2.2474
2022-07-25,52.0,3.4781
2022-07-24,63.0,4.8976
2022-07-23,40.0,2.3871
2022-07-22,31.0,1.4473
2022-07-21,25.0,1.385
2022-07-20,21.0,1.3591
2022-07-19,39.0,1.6755
2022-07-18,41.0,3.6502
2022-07-17,33.0,2.5777
2022-07-16,7.0,0.5106
2022-07-15,15.0,1.3412
2022-07-14,20.0,2.3311
2022-07-13,25.0,1.9567
2022-07-12,30.0,1.9146
2022-07-11,24.0,1.2082
2022-07-10,34.0,1.6406
2022-07-09,12.0,0.814
2022-07-08,14.0,0.3548
2022-07-07,37.0,0.5932
2022-07-06,19.0,1.3914
2022-07-05,31.0,1.2846
2022-07-04,54.0,0.842
2022-07-03,49.0,3.2703
2022-07-02,54.0,0.9274
2022-07-01,8.0,0.6332
2022-06-30,8.0,0.5422
2022-06-29,53.0,2.9844
2022-06-28,43.0,3.9048
2022-06-27,28.0,2.7201
2022-06-26,32.0,2.6773
2022-06-25,61.0,2.368
2022-06-24,29.0,1.0666
2022-06-23,57.0,1.8415
2022-06-22,33.0,1.8538
2022-06-21,58.0,3.4825
2022-06-20,32.0,1.974
2022-06-19,32.0,2.126
2022-06-18,52.0,3.0052
2022-06-17,60.0,4.7866
2022-06-16,44.0,2.8595
2022-06-15,44.0,3.804
2022-06-14,42.0,2.862
2022-06-13,41.0,1.9259
2022-06-12,8.0,0.1095
2022-06-11,23.0,1.9434
2022-06-10,29.0,1.3934
2022-06-09,30.0,2.0138
2022-06-08,14.0,1.3427
2022-06-07,14.0,0.7265
2022-06-06,19.0,1.3312
2022-06-05,25.0,2.1303
2022-06-04,21.0,0.5199
2022-06-03,13.0,0.7634
2022-06-02,20.0,0.7877
2022-06-01,21.0,1.5953
2022-05-31,23.0,1.2082
2022-05-30,12.0,0.1156
2022-05-29,44.0,1.4503
2022-05-28,44.0,1.623
2022-05-27,7.0,0.2082
2022-05-26,3.0,0.2279
2022-05-25,10.0,0.6699
2022-05-24,30.0,1.7349
2022-05-23,19.0,0.6957
2022-05-22,7.0,0.1523
2022-05-21,7.0,0.14
2022-05-20,13.0,0.5164
2022-05-19,22.0,0.5465
2022-05-18,12.0,0.4476
2022-05-17,15.0,1.0512
2022-05-16,7.0,0.085
2022-05-15,9.0,0.255
2022-05-14,26.0,1.5981
2022-05-13,25.0,1.0181
2022-05-12,10.0,0.8566
2022-05-11,16.0,0.6857
2022-05-10,22.0,0.2844
2022-05-09,6.0,0.0393
2022-05-08,16.0,0.3923
2022-05-07,25.0,0.3928
2022-05-06,17.0,1.4404
2022-05-05,20.0,0.5573
2022-05-04,20.0,1.5844
2022-05-03,47.0,3.0137
2022-05-02,26.0,1.5767
2022-05-01,24.0,0.8251
2022-04-30,21.0,1.1603
2022-04-29,18.0,1.2451
2022-04-28,8.0,0.0702
2022-04-27,39.0,1.0726
2022-04-26,30.0,1.6659
2022-04-25,10.0,0.4348
2022-04-24,21.0,0.5032
2022-04-23,57.0,0.8019
2022-04-22,33.0,1.5813
2022-04-21,46.0,1.9396
2022-04-20,37.0,1.9355
2022-04-19,33.0,1.6323
2022-04-18,43.0,1.5081
2022-04-17,40.0,0.6864
2022-04-16,38.0,4.5427
2022-04-15,51.0,1.8098
2022-04-14,34.0,1.4173
2022-04-13,40.0,3.1039
2022-04-12,13.0,0.6102
2022-04-11,32.0,1.4022
2022-04-10,35.0,2.1357
2022-04-09,31.0,1.7097
2022-04-08,62.0,3.1634
2022-04-07,30.0,1.9681
2022-04-06,21.0,1.3245
2022-04-05,34.0,1.071
2022-04-04,45.0,1.6185
2022-04-03,46.0,3.8321
2022-04-02,56.0,3.8399
2022-04-01,77.0,3.4285
2022-03-31,55.0,3.264
2022-03-30,109.0,6.0076
2022-03-29,36.0,3.1312
2022-03-28,56.0,2.5116
2022-03-27,42.0,2.7087
2022-03-26,88.0,4.282
2022-03-25,49.0,2.4936
2022-03-24,46.0,2.5599
2022-03-23,38.0,2.6165
2022-03-22,38.0,1.9965
2022-03-21,84.0,5.378
2022-03-20,54.0,3.6344
2022-03-19,40.0,1.0145
2022-03-18,119.0,3.5788
2022-03-17,20.0,1.4503
2022-03-16,20.0,0.6868
2022-03-15,39.0,2.4322
2022-03-14,26.0,1.1733
2022-03-13,22.0,0.9552
2022-03-12,30.0,1.7591
2022-03-11,25.0,1.3385
2022-03-10,25.0,0.7082
2022-03-09,39.0,2.0441
2022-03-08,38.0,1.735
2022-03-07,5.0,0.2219
2022-03-06,10.0,0.4316
2022-03-05,28.0,1.5422
2022-03-04,33.0,1.9585
2022-03-03,35.0,2.1603
2022-03-02,41.0,1.8049
2022-03-01,29.0,1.5821
2022-02-28,47.0,3.0895
2022-02-27,37.0,2.6816
2022-02-26,48.0,2.5276
2022-02-25,33.0,2.5353
2022-02-24,21.0,1.7117
2022-02-23,42.0,1.2942
2022-02-22,17.0,0.0621
2022-02-21,28.0,1.67
2022-02-20,37.0,2.3716
2022-02-19,34.0,1.8086
2022-02-18,20.0,0.5367
2022-02-17,35.0,2.2644
2022-02-16,34.0,1.2174
2022-02-15,34.0,0.642
2022-02-14,31.0,2.4874
2022-02-13,25.0,2.5543
2022-02-12,19.0,1.0005
2022-02-11,16.0,0.3454
2022-02-10,18.0,0.1556
2022-02-09,23.0,0.4903
2022-02-08,36.0,1.5372
2022-02-07,37.0,1.2774
2022-02-06,35.0,1.6322
2022-02-05,41.0,2.7349
2022-02-04,9.0,0.8239
2022-02-03,11.0,0.6867
2022-02-02,40.0,1.7443
2022-02-01,44.0,1.7532
2022-01-31,51.0,5.0486
2022-01-30,38.0,2.1872
2022-01-29,18.0,1.0927
2022-01-28,26.0,1.287
2022-01-27,19.0,1.1781
2022-01-26,72.0,3.5899
2022-01-25,32.0,1.669
2022-01-24,44.0,2.157
2022-01-23,18.0,0.9664
2022-01-22,22.0,1.2201
2022-01-21,58.0,3.3997
2022-01-20,42.0,1.5294
2022-01-19,41.0,1.5617
2022-01-18,45.0,2.1207
2022-01-17,22.0,1.2987
2022-01-16,42.0,2.3836
2022-01-15,34.0,1.3208
2022-01-14,44.0,1.4493
2022-01-13,30.0,0.9865
2022-01-12,31.0,1.7777
2022-01-11,48.0,2.6318
2022-01-10,13.0,0.4069
2022-01-09,22.0,1.1747
2022-01-08,22.0,0.9661
2022-01-07,34.0,2.3299
2022-01-06,12.0,0.6871
2022-01-05,31.0,1.5701
2022-01-04,21.0,1.3137
2022-01-03,32.0,2.3724
2022-01-02,49.0,2.9971
2022-01-01,34.0,1.6663
2023-12-31,6.0,0.8674
2023-12-30,23.0,0.8288
2023-12-29,5.0,0.1683
2023-12-28,17.0,1.0546
2023-12-27,12.0,0.5092
2023-12-26,33.0,1.4073
2023-12-25,18.0,0.4253
2023-12-24,22.0,0.3569
2023-12-23,33.0,0.911
2023-12-22,22.0,1.4765
2023-12-21,15.0,0.8612
2023-12-20,24.0,0.2693
2023-12-19,17.0,0.7436
2023-12-18,21.0,1.195
2023-12-17,28.0,0.6861
2023-12-16,40.0,1.303
2023-12-15,4.0,0.2563
2023-12-14,28.0,1.4339
2023-12-13,41.0,1.0139
2023-12-12,53.0,0.9336
2023-12-11,24.0,0.8554
2023-12-10,28.0,0.6001
2023-12-09,11.0,0.6378
2023-12-08,9.0,0.1002
2023-12-07,19.0,0.5057
2023-12-06,14.0,0.3728
2023-12-05,22.0,0.6478
2023-12-04,20.0,0.676
2023-12-03,45.0,0.973
2023-12-02,7.0,0.7834
2023-12-01,12.0,0.7289
2023-11-30,18.0,0.3879
2023-11-29,17.0,0.6666
2023-11-28,15.0,1.8307
2023-11-27,42.0,1.7519
2023-11-26,27.0,1.5731
2023-11-25,16.0,0.9335
2023-11-24,19.0,0.3919
2023-11-23,16.0,0.244
2023-11-22,17.0,0.5952
2023-11-21,14.0,0.23
2023-11-20,6.0,0.0695
2023-11-19,14.0,0.6063
2023-11-18,8.0,0.5235
2023-11-17,24.0,1.3971
2023-11-16,32.0,0.9125
2023-11-15,20.0,0.6238
2023-11-14,5.0,0.2706
2023-11-13,18.0,0.5062
2023-11-12,6.0,0.0601
2023-11-11,4.0,0.0228
2023-11-10,42.0,2.0085
2023-11-09,32.0,0.7748
2023-11-08,24.0,1.4801
2023-11-07,8.0,0.5541
2023-11-06,20.0,0.7638
2023-11-05,30.0,2.0004
2023-11-04,4.0,0.033
2023-11-03,14.0,0.6598
2023-11-02,16.0,0.749
2023-11-01,42.0,0.9007
2023-10-31,17.0,1.2363
2023-10-30,29.0,0.7356
2023-10-29,10.0,0.6013
2023-10-28,6.0,0.2456
2023-10-27,15.0,0.4844
2023-10-26,55.0,3.4994
2023-10-25,13.0,1.5888
2023-10-24,13.0,0.3231
2023-10-23,35.0,1.1907
2023-10-22,4.0,0.0146
2023-10-21,61.0,0.9092
2023-10-20,1.0,0.1559
2023-10-19,13.0,0.8462
2023-10-18,13.0,0.5185
2023-10-17,40.0,2.8945
2023-10-16,1.0,0.0141
2023-10-15,5.0,0.2119
2023-10-14,9.0,0.525
2023-10-13,20.0,0.8451
2023-10-12,33.0,1.7274
2023-10-11,21.0,1.035
2023-10-10,20.0,1.1373
2023-10-09,5.0,0.2897
2023-10-08,10.0,0.8793
2023-10-07,48.0,3.1738
2023-10-06,23.0,1.7112
2023-10-05,28.0,1.6495
2023-10-04,10.0,0.255
2023-10-03,1.0,0.0064
2023-10-02,14.0,0.1612
2023-10-01,4.0,0.0442
2023-09-30,7.0,0.2849
2023-09-29,5.0,0.1361
2023-09-28,3.0,0.0802
2023-09-27,6.0,0.0639
2023-09-26,11.0,0.0456
2023-09-25,9.0,0.6874
2023-09-24,3.0,0.0318
2023-09-23,1.0,0.0083
2023-09-21,9.0,0.1732
2023-09-20,17.0,0.9886
2023-09-19,5.0,0.1705
2023-09-18,12.0,0.7385
2023-09-17,7.0,0.6836
2023-09-16,3.0,0.0413
2023-09-15,5.0,0.0336
2023-09-14,11.0,0.6866
2023-09-13,2.0,0.1231
2023-09-12,5.0,0.1289
2023-09-11,8.0,0.2927
2023-09-10,3.0,0.1457
2023-09-09,2.0,0.0205
2023-09-08,16.0,0.3952
2023-09-07,4.0,0.0366
2023-09-06,18.0,0.8745
2023-09-05,8.0,0.1502
2023-09-04,6.0,0.2041
2023-09-03,15.0,0.5426
2023-09-02,2.0,0.0266
2023-09-01,9.0,1.1111
2023-08-31,27.0,1.461
2023-08-30,5.0,0.1637
2023-08-29,3.0,0.1988
2023-08-28,7.0,0.967
2023-08-27,26.0,2.1397
2023-08-26,16.0,0.5314
2023-08-25,9.0,0.4601
2023-08-24,21.0,1.7049
2023-08-23,14.0,1.0903
2023-08-22,14.0,0.7254
2023-08-21,1.0,0.0073
2023-08-20,2.0,0.0308
2023-08-19,2.0,0.085
2023-08-18,1.0,0.0157
2023-08-17,3.0,0.0224
2023-08-16,40.0,1.1798
2023-08-15,17.0,0.9536
2023-08-14,14.0,0.6437
2023-08-13,23.0,0.7822
2023-08-12,21.0,2.3695
2023-08-11,20.0,1.1396
2023-08-10,22.0,1.5116
2023-08-09,6.0,0.4296
2023-08-08,33.0,1.6371
2023-08-07,16.0,0.7334
2023-08-06,6.0,0.0902
2023-08-05,17.0,1.5016
2023-08-04,25.0,2.2952
2023-08-03,6.0,0.3011
2023-08-02,7.0,0.0905
2023-08-01,8.0,0.3125
2023-07-31,2.0,0.2753
2023-07-30,10.0,0.7023
2023-07-29,4.0,0.0825
2023-07-28,9.0,0.7425
2023-07-27,5.0,0.0984
2023-07-26,9.0,0.7298
2023-07-25,21.0,1.0009
2023-07-24,24.0,1.1012
2023-07-23,4.0,0.0854
2023-07-22,8.0,0.1858
2023-07-21,3.0,0.081
2023-07-20,16.0,0.6119
2023-07-19,12.0,0.4891
2023-07-18,13.0,0.4474
2023-07-17,6.0,0.6653
2023-07-16,3.0,0.008
2023-07-15,12.0,0.3514
2023-07-14,3.0,0.1972
2023-07-13,5.0,0.1973
2023-07-12,2.0,0.0385
2023-07-11,9.0,0.0724
2023-07-10,12.0,0.384
2023-07-09,5.0,0.2753
2023-07-08,10.0,0.5
2023-07-07,1.0,0.0103
2023-07-06,3.0,0.044
2023-07-05,4.0,0.0074
2023-07-03,1.0,0.0079
2023-07-02,3.0,0.0636
2023-07-01,5.0,0.0693
2023-06-30,7.0,0.0637
2023-06-29,20.0,1.0101
2023-06-28,3.0,0.1135
2023-06-27,9.0,0.797
2023-06-26,11.0,0.4871
2023-06-25,12.0,1.0275
2023-06-24,5.0,0.1214
2023-06-23,8.0,0.1876
2023-06-22,21.0,1.2711
2023-06-21,7.0,0.3137
2023-06-20,5.0,0.1678
2023-06-19,13.0,0.7496
2023-06-18,10.0,0.3851
2023-06-17,11.0,0.4144
2023-06-15,6.0,0.1507
2023-06-14,6.0,0.2066
2023-06-13,18.0,0.6562
2023-06-12,10.0,0.7156
2023-06-11,7.0,0.361
2023-06-10,1.0,0.0112
2023-06-09,9.0,0.4175
2023-06-08,6.0,0.3714
2023-06-07,6.0,0.058
2023-06-06,27.0,0.3593
2023-06-05,5.0,0.249
2023-06-04,8.0,0.1293
2023-06-03,4.0,0.0382
2023-06-02,9.0,0.4023
2023-06-01,2.0,0.0043
2023-05-31,27.0,1.3778
2023-05-30,9.0,0.529
2023-05-29,15.0,0.802
2023-05-28,13.0,0.2393
2023-05-27,2.0,0.0121
2023-05-26,5.0,0.0621
2023-05-25,2.0,0.1593
2023-05-24,2.0,0.0307
2023-05-23,4.0,0.0444
2023-05-22,5.0,0.0718
2023-05-21,11.0,0.7241
2023-05-20,6.0,0.0777
2023-05-19,6.0,0.3274
2023-05-18,6.0,0.2791
2023-05-17,6.0,0.3162
2023-05-16,8.0,0.5177
2023-05-15,15.0,1.1468
2023-05-14,2.0,0.2381
2023-05-13,1.0,0.008
2023-05-12,12.0,0.8019
2023-05-11,6.0,0.1848
2023-05-10,2.0,0.0303
2023-05-09,10.0,0.3679
2023-05-08,3.0,0.0502
2023-05-07,2.0,0.0269
2023-05-06,4.0,0.0367
2023-05-05,3.0,0.2871
2023-05-04,3.0,0.045
2023-05-03,3.0,0.0431
2023-05-02,1.0,0.0438
2023-05-01,15.0,0.5094
2023-04-30,13.0,1.355
2023-04-29,2.0,0.0071
2023-04-28,2.0,0.0942
2023-04-27,28.0,0.9025
2023-04-26,31.0,2.1276
2023-04-25,25.0,1.0202
2023-04-24,18.0,0.6503
2023-04-23,15.0,0.822
2023-04-22,12.0,0.6463
2023-04-21,3.0,0.0239
2023-04-20,8.0,0.4448
2023-04-19,10.0,0.3714
2023-04-18,6.0,0.0483
2023-04-17,8.0,0.1486
2023-04-16,10.0,0.4495
2023-04-15,22.0,1.2244
2023-04-14,30.0,0.8281
2023-04-13,4.0,0.035
2023-04-12,3.0,0.1725
2023-04-11,23.0,1.6632
2023-04-10,6.0,0.1293
2023-04-09,3.0,0.0546
2023-04-08,2.0,0.042
2023-04-07,4.0,0.255
2023-04-06,5.0,0.8759
2023-04-05,2.0,0.005
2023-04-04,12.0,0.2879
2023-04-02,19.0,0.5626
2023-04-01,14.0,0.7379
2023-03-31,15.0,0.7215
2023-03-30,21.0,1.9848
2023-03-29,20.0,1.8753
2023-03-28,13.0,0.5617
2023-03-27,18.0,0.8086
2023-03-26,12.0,0.4424
2023-03-24,3.0,0.0888
2023-03-23,14.0,0.5073
2023-03-22,6.0,0.3901
2023-03-21,2.0,0.5647
2023-03-20,2.0,0.0221
2023-03-19,52.0,0.9069
2023-03-18,4.0,0.238
2023-03-17,3.0,0.2739
2023-03-16,8.0,0.2051
2023-03-15,15.0,0.8363
2023-03-14,5.0,0.4523
2023-03-13,9.0,0.292
2023-03-12,3.0,0.1246
2023-03-11,8.0,0.1109
2023-03-10,10.0,0.5434
2023-03-09,17.0,1.4113
2023-03-08,11.0,0.6391
2023-03-07,25.0,0.4847
2023-03-06,15.0,0.9915
2023-03-05,28.0,1.3057
2023-03-04,17.0,0.5642
2023-03-03,22.0,0.5884
2023-03-02,1.0,0.0006
2023-03-01,21.0,0.6583
2023-02-28,34.0,2.1835
2023-02-27,25.0,2.6114
2023-02-26,16.0,0.8564
2023-02-25,27.0,1.5691
2023-02-24,15.0,1.0047
2023-02-23,31.0,1.5399
2023-02-22,27.0,1.1316
2023-02-21,9.0,0.3985
2023-02-20,4.0,0.5391
2023-02-18,15.0,1.1024
2023-02-17,12.0,0.8836
2023-02-16,10.0,0.1055
2023-02-15,10.0,0.5233
2023-02-14,22.0,1.4563
2023-02-13,21.0,0.7084
2023-02-12,25.0,1.3458
2023-02-11,18.0,1.2803
2023-02-10,13.0,0.2349
2023-02-09,10.0,0.5409
2023-02-08,17.0,1.1379
2023-02-07,3.0,0.0097
2023-02-06,13.0,0.7821
2023-02-05,8.0,1.3258
2023-02-04,9.0,0.4625
2023-02-03,13.0,0.947
2023-02-02,11.0,0.6434
2023-02-01,4.0,0.3288
2023-01-31,10.0,0.5918
2023-01-30,15.0,0.4979
2023-01-29,17.0,0.6497
2023-01-28,20.0,1.6833
2023-01-27,25.0,1.1403
2023-01-26,16.0,0.3937
2023-01-25,25.0,1.3563
2023-01-24,22.0,0.8821
2023-01-23,37.0,0.4973
2023-01-22,17.0,1.0793
2023-01-21,5.0,0.2562
2023-01-20,44.0,2.1371
2023-01-19,30.0,1.1478
2023-01-18,13.0,0.9091
2023-01-17,23.0,2.6413
2023-01-16,16.0,0.671
2023-01-15,18.0,1.173
2023-01-14,21.0,0.7623
2023-01-13,16.0,1.4797
2023-01-12,14.0,0.5435
2023-01-11,11.0,0.8395
2023-01-10,6.0,0.094
2023-01-09,5.0,0.1545
2023-01-08,5.0,0.0165
2023-01-07,23.0,1.0997
2023-01-06,7.0,0.0478
2023-01-05,24.0,1.0658
2023-01-04,5.0,0.5149
2023-01-03,29.0,1.7787
2023-01-02,19.0,1.6123
2023-01-01,20.0,1.114
2024-11-01,74.0,3.898
2024-10-31,32.0,2.3267
2024-10-30,73.0,4.7921
2024-10-29,61.0,3.6424
2024-10-28,59.0,3.1872
2024-10-27,15.0,1.1536
2024-10-26,18.0,1.0842
2024-10-25,35.0,2.4383
2024-10-24,62.0,3.7534
2024-10-23,60.0,3.6413
2024-10-22,44.0,2.4918
2024-10-21,27.0,0.5609
2024-10-20,25.0,2.2977
2024-10-19,12.0,0.5352
2024-10-18,40.0,1.7664
2024-10-17,25.0,0.5068
2024-10-16,75.0,3.6307
2024-10-15,60.0,2.9781
2024-10-14,21.0,1.0711
2024-10-13,41.0,1.8298
2024-10-12,27.0,1.763
2024-10-11,36.0,2.4265
2024-10-10,39.0,2.2513
2024-10-09,66.0,2.5349
2024-10-08,46.0,2.0334
2024-10-07,52.0,4.1396
2024-10-06,28.0,0.9032
2024-10-05,23.0,1.0835
2024-10-04,37.0,2.137
2024-10-03,55.0,1.3706
2024-10-02,33.0,2.0502
2024-10-01,47.0,3.6742
2024-09-30,57.0,2.6792
2024-09-29,33.0,2.8209
2024-09-28,31.0,2.1154
2024-09-27,27.0,1.8844
2024-09-26,32.0,1.531
2024-09-25,33.0,1.9432
2024-09-24,118.0,5.336
2024-09-23,21.0,0.7176
2024-09-22,45.0,2.2286
2024-09-21,26.0,1.0756
2024-09-20,22.0,0.776
2024-09-19,35.0,0.9629
2024-09-18,47.0,1.0066
2024-09-17,61.0,2.0246
2024-09-16,49.0,2.631
2024-09-15,58.0,3.3027
2024-09-14,28.0,1.1124
2024-09-13,12.0,0.426
2024-09-12,49.0,2.4729
2024-09-11,30.0,0.6144
2024-09-10,41.0,0.9664
2024-09-09,67.0,1.4438
2024-09-08,20.0,0.4528
2024-09-07,19.0,0.8627
2024-09-06,30.0,1.4202
2024-09-05,51.0,2.1258
2024-09-04,77.0,4.2886
2024-09-03,82.0,2.5915
2024-09-02,94.0,3.7973
2024-09-01,25.0,1.1026
2024-08-31,15.0,0.4046
2024-08-30,18.0,1.1419
2024-08-29,34.0,1.9461
2024-08-28,29.0,1.3198
2024-08-27,36.0,0.5806
2024-08-26,33.0,1.2796
2024-08-25,37.0,2.3281
2024-08-24,14.0,1.0395
2024-08-23,47.0,3.2839
2024-08-22,24.0,1.3748
